union_name,union_category,tag,union_introduction
깐부,친목,"친목, 인스타","깐부란?
• 다양한 분야의 “매력” 적인 사람들이 모여 친해지고 인맥을 쌓으며 시너지를 얻는 ‘플랫폼’ 으로,
• 대학동아리중 가장 많은 인플루언서와 능력자들이 있습니다.
• 운영진들이 직접 대형 파티 이벤트 전시회 공연 페스티벌 등 문화행사 와 컨텐츠를 기획하고
• 일반부원들은 거기에 참여하고 즐기며 새로운 문화를 선도합니다.
• 300명이 넘는 회원들이 거의 매일 열리는 모임을 통해 활발히 만남을 갖고 친해집니다.
• 기업들과 직접 프로모션 마케팅 브랜딩 등 협업하며 실무적인 업무 경험 또한 가능 합니다.

💚 매력은 ‘외모’ 뿐만이 아니라, 센스 성격 재치 본인 분야의 전문성 등 다양한 모든 ‘능력’을 통칭합니다.
💛 깐부는 “매력적인 사람들” 을 모집하여 색다르고 다양한 활동을 통해 ‘친해지는 과정’을 갖습니다.
💙 일회성 인연이 아닌 '깐부'로서 좋은 사람들과 친목을 오래오래 쌓고 있습니다!

🧡깐부는 전국대학 연합동아리이며 아래와 같은 다양한 분야의 ""매력적인 사람들""이 있습니다. 가지각색의 개성을 가진 사람들과 깐부하고 인맥 쌓고 싶은 분들 모두 환영합니다~"
빅프라이즈,공모전,"공모전, 친목","협업을 통한 최상의 결과물로 공모전 수상의 기쁨을 누리고자 하는 여러분들을 위해 BIG PRIZE가 새로운 빅프라이즈 8기, 신입부원 모집을 시작합니다.

🔹활동 내용
[공모전 참가]
- 2회에 걸친 공모전 출품 (공식 팀빌딩 2회 + 자율 팀빌딩으로 추가 출품 가능)
- 기획, 광고/마케팅, 영상, 디자인 등 희망 분야 공모전 참가
- 아이디어 기획 및 제안 역량 개발
- 공모전 경험 및 수상 스펙 확보

[동아리원 교육 프로세스]
- 팀별 수상작/출품작 기획서 스터디
- 스터디 기반 결과물 PT 및 피드백 진행
- 공모전 출품 전 공식 ‘피드백 커리큘럼’ 진행
- 공모전 수상자 꿀팁 강연

[역량 개발을 위한 현직자 강연과 체계적인 커리큘럼]
- 역량 개발 및 수상을 위한 15주 커리큘럼 (12월 중 수료)
- 현직자 강연 2회 진행 (예정)
- 공모전 꿀팁 전달
- 광고, 디자인 등 다양한 분야의 직무 관련 멘토링

[친목 활동]
- 빅프라이즈 가을 소풍/빅프데이
- 모임 이후 자유로운 뒷풀이
- 동아리 부원 간 사적 모임"
헤라,봉사,봉사,"헤라는

📍봉사활동을 좋아한다!
📍인성품을 위한 봉사시간이 필요하다!
📍좋은 사람들을 사귀고 싶다!

하시는 분들에게 추천하는 동아리입니다!"
강.사.모,친목,"유기견, 봉사, 친목, 애견카페","[강.사.모 : 유기견봉사, 친목산책, 애견카페투어]

강아지를 사랑하는 나 제법 젠틀해요.

🐾강사모 소개
안녕하세요 ! 강아지를 사랑하는 대학생들이 자치적으로 모여 운영하는 ‘강.사.모’ 동아리입니다! 저희 동아리는 서로의 사랑과 관심으로 강아지들과 더 행복한 생활과 일상을 만들어가는 곳입니다. 강아지를 사랑하는 분들이 함께모여 유기견봉사, 친목 산책, 애견카페 투어 등 다양한 활동을 즐기며 소중한 애견과의 시간을 보내고있습니다. 🐕

* 정치, 종교, 시민단체와 전혀 관련이 없습니다."
프로메테우스,학회,"인공지능, 스터디","🔥대학생 인공지능 단체 프로메테우스에서 4기 부원을 모집합니다🔥

대학생 인공지능 단체 프로메테우스에서 4기 부원을 모집합니다.👏

'프로메테우스'는 인공지능으로 가치 있는 도전과 경험을 하고자 '업'에 대한 열정을 지닌 대학생들이 모인 인공지능 가치 창출 동아리입니다.

그저 인공지능을 구현하기 위한 코드를 공부하는 것이 아닌, 인공지능의 활용을 고민하고 가치를 만들어내어 대학 사회에 영감을 주고 싶습니다.

또한 열정을 지닌 대학생 인재들이 네트워킹할 수 있는 공간이 되어 서로에게 동료, 멘토가 되는 공동체를 지향합니다.

이를 위해 프로메테우스는 인공지능을 공부하고 프로젝트를 수행하며, 매년 스타트업 해커톤을 주최해 인공지능으로 가치를 찾는 새로운 시도에 도전합니다.

그리고 아직은 어린, 무한한 가능성을 가진 고등학생들에게 상상하는 무언가를 가장 빠르게 구현시킬 도구로서 프로그래밍과 인공지능을 가르칩니다."
FREEVIEW,발표,"전공소개, 발표","🩵대학생전공소개발표 연합동아리🩵
FREEVIEW에서 16기 신입기수를 추가 모집합니다!!
“여러분들은 여러분들의 전공에서 무엇을 배우는지 알고 선택하셨나요?”
많은 분들께서 중학교 혹은 고등학교 시절 다양한 전공들이 무엇을 배우는지 알 수 있는 기회가 적었을 것입니다. 그리고 지금도 많은 청소년들은 무슨 길을 가야하는지도 모르는 채 공부에만 매진하는 친구들이 많을겁니다.
저희는 이러한 학생들이 자신의 길을 선택하는데 있어 조그마한 이정표가 되고자 대학교의 다양한 전공들이 무엇을 배우는지 알려주는 시립서울청소년센터 소속 대학생 연합동아리 FREEVIEW입니다!"
DAY ONE,독서,"독서, 서평","책을 읽는다는 것은
개인의 성장을 위해 노력한다는 것이죠

책에 진심, 성장에 진심인 데이피플과
독서습관을 기르고

각자의 분야에서 최선을 다하는
데이피플로 함께 하시겠어요🙌🏻

✨ DAY ONE 은

하나의 책을 정하고 토론하지 않아요 ❌
자기가 좋아하는 분야 좋아하는 책을 읽어요 ✅
일주일에 네 번 독서기록을 남겨요 ✅
한 달에 한 번 개인블로그에 서평을 작성해요 ✅"
찬란,문화생활,"일일호프, 번개, 정기 모임","문화 탐방 연합 동아리 ‘찬란’에서 5기 신입 부원 및 운영진을 모집합니다!✨

‼️첫모임을 9월달에 했으면 좋겠다는 기존 부원들의 의견이 많아, 첫모임 일정이 9/1 (금)과 9/2 (토)로 미뤄졌습니다. 이에 따라 모집 일정도 소폭 늘렸으니 많은 관심 부탁드립니다‼️

✨동아리 소개: ’찬란‘은 눈부시게 아름답다는 의미로, 인생에 있어서 가장 빛날 시기인 대학 생활을 함께 찬란한 추억으로 채우고자 만들어진 동아리입니다! 다시는 오지 않을 이 순간을 좋은 사람들과 찬란한 추억으로 채우고 싶은 많은 대학생분들의 지원을 기다립니다!! 또한, ✨운영진✨도 일부 모집중입니다. 많은 관심 부탁드립니다!!😝💖

✨1~4기 활동 내용: OT, 일일호프, 교복입고 롯데월드, 한강 피크닉, 보드게임카페, 방탈출, 2박3일 제주도 여행, 1박2일 강릉 여행, 락볼링장, 대학 축제, 페스티벌, MT, 파티룸 밤새기, 연극/영화/뮤지컬, 맛집 탐방, 스키장, 찜질방, 타 대학 대학가 탐방 등 정기 모임
+번개 모임은 언제나 환영!😉"
샬라,영어회화,영어회화,"2023년 2학기❗️ 샬라에서 90기 신입생을 모집합니다.
샬라는 1979년에 만들어져 긴 전통을 이어오고 있는 서울•경인지역 대표 대학생 연합 영어회화 동아리입니다.

대학생활에 잊지 못할 멋진 추억을 만들고 싶으신가요?
그 소망 Shalla에서 이뤄드리겠습니다.👍
영어회화 동아리이지만 회화 활동 이외에도 여러 즐거운 활동들이 여러분을 기다리고 있습니다!"
FC여우락,운동,"축구, 여자","여기! 우리! 즐거움, 여우락!
좋은 사람들도 얻어가며, 즐겁게 같이 축구할 유생은 🦊구글폼으로 지원해주세요!"
판타지스타,여행,"국내여행, 친목","👋판타지스타는 판타지(Fantasy)’와 ~를 하는 사람이란 뜻의 이탈리아식 접미어 ‘-ista’가 만나 만들어진 신조어입니다.
그 사전적 의미는 '무에서 유를 창출해내는 환상적인 사람' 을 뜻합니다.

이번 첫 기수를 시작으로 여러분들과 가보지 못했던 새로운 곳을 여행다니며 부원분들 모두와 몰랐던 , 어쩌면 계속 모를 사이였던 저희가 무에서 유를 창출해 내고자 하는 바램으로 첫 여행동아리의 시작을 Fantasista로 정하게 되었습니다."
음감회,음악,"유튜브, 문화생활, 친목","2023년 2학기 음악 감상 동아리 🎧음감회🎧에서 신입 부원을 모집합니다.

서로 좋아하는 음악을 공유하고 들으며 무슨 생각을 하는지, 어떤 추억이 담겨 있는지 등 음악을 통해 서로를 이해해 보고 싶었습니다. 음악을 들으며 우리가 가진 감성과 낭만을 나눠보아요🎆"
JOKO,봉사,"재한외국인, 봉사",JOKO는 NGO 단체인 JOIN US KOREA에서 기획하여 만들어진 국제봉사 동아리입니다.
매듭,봉사,"미성년자, 봉사","☀️대학생 연합 교육봉사동아리 <매듭>☀️입니다!"
사유,독서,"행복, 성공, 자유","📍사유는 어떤 동아리인가요?
-사유는 네 가지 자유라는 뜻으로, 경제적, 시간적, 공간적, 정신적 자유를 얻는 독서를 위한 동아리입니다.
-함께 성장하고 성공하기 위한 사람들이 모이는 동아리입니다.
-책에 나온 내용을 ‘실천할 수밖에 없는’ 환경을 만드는 동아리입니다."
택견강산,스포츠,"전통, 격투기, 운동",📌김장훈이 인정한 발차기🦵맛집! 택견동아리 강산! <명륜캠퍼스 중앙동아리 택견강산> 이크!!
UNSC,학술,"영어, 회화, 스피킹",United Nations Students Club의 약자로 여러 대학교의 대학생들이 모여 영어를 주제로 다양한 활동을 하는 대학생연합 영어회화 동아리입니다!
D-Day,음악,"밴드, 합주, 악기",D-Day(아마추어 밴드 동아리)
따뜻한 책 이야기,독서,"토론, 다분야, 성장","따뜻한 책 이야기'는 다양한 학교, 전공, 나이, 취미, 관심사를 가진 학생들이 ‘인문’, ‘문학’, ‘사회과학’, ‘문화예술’, ‘과학기술’ 및 ‘자유 주제’ 6개 분야에서 매주 자유롭게 책을 추천, 선정하여 읽고, 매주 토요일에 함께 모여 토론하는 독서 토론 동아리입니다.

우리 동아리는 다양한 사람들이 만나 경험과 생각을 나누며, 존중 기반의 공감과 소통을 통해 시야를 넓히고 사고력을 기르는, 우리 자신의 성장을 목표로 합니다. 매주 발제와 토론을 통해 진행되는 정기 모임에 그치지 않고, 관심 분야를 파고드는 독서 소모임 ‘혜윰’, 독서 외의 다양한 취미를 함께하는 동아리 내 취미 소모임, 각종 번개 모임까지 활발히 진행되고 있습니다. :)"
엑시트,창업,"독서, 진로, 피드백","‘엑시트’는 타인의 기준에서 ‘EXIT’하여 자신의 삶을 주체적으로 살고 싶은 분들을 위한 창업동아리입니다.

기존 동아리는 사업가에게는 필요 없는 활동만 하고 정작 함께 시너지를 발휘할 기회가 적다는 문제점이 있었습니다.

본 동아리는 사업 공유 및 피드백을 통해 집단 지성으로 사업을 성장시킬 수 있는 기회를 마련하였습니다.

또한 진지한 활동만 하기보단, 다양한 경험을 위해 놀 때는 제대로 노는 것을 추구합니다."
티피볼,봉사,"치료놀이, 어린이","안녕하세요:) 저희는 서울시 마포구 지역에서 치료놀이를 기반으로 아동 봉사를 진행하는 10년 넘은 역사를 가진 KT&G 소속 연합 봉사 동아리 ‘티피볼’입니다! 티피볼의 이름은 ‘Theraplay-oriented와 Volunteer의 합성어’로 치료놀이를 기반으로 한 봉사의 성격을 담고 있으며, 자원봉사 리더로서 지역사회 발전에 기여할 수 있는 기회를 제공하기 위한 대학생 중심의 자원봉사 인재 발굴 및 이를 통한 꾸준한 봉사활동의 진행을 목적으로 합니다.
'치료놀이'라는 단어 자체가 굉장히 낯설고 새로워서 어렵게 느껴질 수 있지만, 막상 프로그램이 진행되면 함께 활동하면서 즐길 수 있는 간단한 놀이봉사입니다. 또한, 저희는 봉사 동아리로서 느끼는 봉사를 통한 보람뿐만 아니라, 연합 동아리로서 다양한 사람들과 마주치며 자유로운 참여로 이루어지는 뒤풀이, 소모임 미션 등 다양한 활동을 통해 친목도 다질 수 있는 기회가 많은 동아리입니다!"
파란입술,발표,"스토리텔링, 파란","파란입술은 ‘파란을 일으키는 당신의 입술’이라는 의미입니다. 개개인이 일으키는 물결은 크지 않을 수 있지만, 그 물결이 모여 하나의 큰 파도가 된다면 세상을 바꿀 수 있습니다. 즉, 우리의 이야기로 세상에 파란을 일으키자는 의미에서 만들어진 동아리입니다. 파란입술에서는 각자의 이야기를 스토리텔링 형식으로 발표하는 힘을 키우게 됩니다."
스태츠,스포츠,"축구, 인사캠, 운동","스태츠(STATS)는 2008년 설립된 축구부자이자 소모임이다. 경제대학 소속으로, 준대형 규모의 축구부이다.

코로나19 이후 어려운 시기를 정면으로 맞이한 성균관대 축구판 속에서도 꾸준한 신입생 유입과 체계적 경영, 브랜딩 등을 통해 위기를 극복해 왔으며, 현재 가장 좋은 활동을 보이고 있는 축구부 중 하나이다."
